id,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Credit,Duration,Purpose,age_polarize
332,24,Female,3,Own,Moderate,Moderate,7408,Default-Risk,60,Car,Young
333,24,Female,1,Rent,Moderate,Na,11590,Default-Risk,48,Car,Young
334,23,Male,2,Rent,Little,Little,4110,Standart,24,Furniture/Equipment,Young
335,44,Male,3,Rent,Little,Little,3384,Standart,6,Furniture/Equipment,Young
336,23,Female,1,Own,Little,Moderate,2101,Common,13,Radio/Tv,Young
337,24,Female,2,Rent,Na,Little,1275,Common,15,Domestic Appliances,Young
338,28,Male,2,Own,Little,Little,4169,Standart,24,Furniture/Equipment,Young
339,31,Male,1,Own,Little,Moderate,1521,Common,10,Furniture/Equipment,Young
340,24,Female,2,Free,Little,Moderate,5743,Standart,24,Education,Young
341,26,Female,1,Rent,Little,Little,3599,Standart,21,Furniture/Equipment,Young
342,25,Male,2,Rent,Quite Rich,Moderate,3213,Standart,18,Radio/Tv,Young
343,33,Male,3,Own,Little,Moderate,4439,Standart,18,Business,Young
344,37,Male,1,Own,Little,Rich,3949,Standart,10,Car,Young
345,43,Female,1,Own,Little,Na,1459,Common,15,Radio/Tv,Young
346,23,Male,2,Own,Little,Moderate,882,Low-Risk,13,Radio/Tv,Young
347,23,Female,0,Rent,Quite Rich,Moderate,3758,Standart,24,Radio/Tv,Young
348,34,Male,1,Own,Moderate,Na,1743,Common,6,Business,Young
349,32,Male,2,Free,Rich,Moderate,1136,Common,9,Education,Young
350,23,Female,2,Rent,Little,Na,1236,Common,9,Domestic Appliances,Young
351,29,Female,2,Own,Little,Moderate,959,Low-Risk,9,Furniture/Equipment,Young
352,38,Male,3,Own,Na,Na,3229,Standart,18,Car,Young
353,28,Male,2,Rent,Little,Little,6199,Standart,12,Radio/Tv,Young
354,46,Male,2,Free,Quite Rich,Na,727,Low-Risk,10,Education,Old
355,23,Male,1,Own,Little,Moderate,1246,Common,24,Car,Young
356,49,Male,2,Own,Na,Na,2331,Common,12,Radio/Tv,Old
357,26,Male,3,Own,Little,Na,4463,Standart,36,Radio/Tv,Young
358,28,Male,2,Own,Little,Na,776,Low-Risk,12,Radio/Tv,Young
359,23,Female,2,Rent,Little,Little,2406,Common,30,Furniture/Equipment,Young
360,61,Male,2,Free,Na,Moderate,1239,Common,18,Education,Old
361,37,Male,3,Own,Na,Rich,3399,Standart,12,Radio/Tv,Young
362,36,Female,2,Own,Little,Rich,2247,Common,12,Car,Young
363,21,Male,2,Rent,Little,Na,1766,Common,6,Furniture/Equipment,Young
364,25,Male,0,Own,Little,Little,2473,Common,18,Furniture/Equipment,Young
365,36,Male,2,Own,Little,Na,1542,Common,12,Business,Young
366,27,Male,2,Own,Little,Na,3850,Standart,18,Car,Young
367,22,Female,2,Rent,Little,Little,3650,Standart,18,Furniture/Equipment,Young
368,42,Male,2,Own,Little,Little,3446,Standart,36,Furniture/Equipment,Young
369,40,Female,2,Rent,Little,Moderate,3001,Standart,18,Furniture/Equipment,Young
370,36,Male,2,Own,Na,Na,3079,Standart,36,Car,Young
371,33,Male,2,Own,Little,Na,6070,Standart,18,Radio/Tv,Young
372,23,Female,2,Rent,Little,Na,2146,Common,10,Furniture/Equipment,Young
373,63,Male,3,Free,Na,Na,13756,Tail-Risk,60,Car,Old
374,60,Female,3,Free,Moderate,Moderate,14782,Tail-Risk,60,Vacation/Others,Old
375,37,Female,2,Rent,Little,Little,7685,Default-Risk,48,Business,Young
376,34,Male,2,Own,Little,Na,2320,Common,18,Radio/Tv,Young
377,36,Male,2,Free,Na,Na,846,Low-Risk,7,Radio/Tv,Young
378,57,Male,3,Free,Little,Moderate,14318,Tail-Risk,36,Car,Old
379,52,Female,1,Own,Moderate,Na,362,Low-Risk,6,Car,Old
380,39,Male,2,Own,Na,Little,2212,Common,20,Furniture/Equipment,Young
381,38,Female,3,Free,Little,Moderate,12976,Tail-Risk,18,Car,Young
382,25,Female,2,Rent,Na,Na,1283,Common,22,Car,Young
383,26,Male,2,Own,Little,Rich,1330,Common,12,Car,Young
384,26,Male,1,Own,Moderate,Na,4272,Standart,30,Business,Young
385,25,Female,2,Own,Little,Na,2238,Common,18,Radio/Tv,Young
386,21,Female,2,Rent,Na,Na,1126,Common,18,Radio/Tv,Young
387,40,Male,3,Own,Little,Moderate,7374,Default-Risk,18,Furniture/Equipment,Young
388,27,Male,2,Own,Quite Rich,Moderate,2326,Common,15,Business,Young
389,27,Female,2,Own,Little,Na,1449,Common,9,Business,Young
390,30,Male,3,Own,Little,Na,1820,Common,18,Car,Young
391,19,Female,1,Rent,Rich,Moderate,983,Low-Risk,12,Furniture/Equipment,Young
392,39,Male,3,Free,Little,Little,3249,Standart,36,Car,Young
393,31,Female,2,Own,Little,Little,1957,Common,6,Radio/Tv,Young
394,31,Male,3,Own,Little,Na,2406,Common,9,Furniture/Equipment,Young
395,32,Male,2,Rent,Moderate,Moderate,11760,Default-Risk,39,Education,Young
396,55,Female,3,Free,Little,Little,2578,Common,12,Furniture/Equipment,Old
397,46,Male,2,Own,Little,Little,2348,Common,36,Furniture/Equipment,Old
398,46,Male,2,Rent,Little,Moderate,1223,Common,12,Car,Old
399,43,Female,1,Own,Rich,Na,1516,Common,24,Radio/Tv,Young
400,39,Male,2,Own,Little,Na,1473,Common,18,Radio/Tv,Young
401,28,Male,2,Own,Na,Moderate,1887,Common,18,Business,Young
402,27,Male,2,Own,Little,Na,8648,Default-Risk,24,Business,Young
403,27,Male,1,Own,Little,Na,802,Low-Risk,14,Car,Young
404,43,Male,2,Own,Na,Moderate,2899,Common,18,Car,Young
405,22,Male,2,Own,Little,Moderate,2039,Common,24,Radio/Tv,Young
406,43,Male,2,Own,Na,Na,2197,Common,24,Car,Young
407,27,Male,2,Own,Little,Little,1053,Common,15,Radio/Tv,Young
408,26,Male,3,Own,Quite Rich,Na,3235,Standart,24,Radio/Tv,Young
409,28,Male,2,Own,Quite Rich,Rich,939,Low-Risk,12,Car,Young
410,20,Female,2,Own,Little,Moderate,1967,Common,24,Radio/Tv,Young
411,35,Male,3,Own,Little,Na,7253,Default-Risk,33,Car,Young
412,42,Male,3,Own,Little,Na,2292,Common,12,Business,Young
413,40,Male,1,Rent,Quite Rich,Na,1597,Common,10,Car,Young
414,35,Female,2,Own,Na,Little,1381,Common,24,Car,Young
415,35,Male,2,Own,Little,Na,5842,Standart,36,Car,Young
416,33,Male,1,Own,Little,Little,2579,Common,12,Car,Young
417,23,Female,2,Rent,Na,Little,8471,Default-Risk,18,Education,Young
418,31,Female,3,Own,Quite Rich,Na,2782,Common,21,Car,Young
419,33,Female,2,Own,Na,Moderate,1042,Common,18,Car,Young
420,20,Female,2,Rent,Rich,Na,3186,Standart,15,Car,Young
421,30,Male,2,Own,Na,Moderate,2028,Common,12,Car,Young
422,47,Male,1,Own,Little,Moderate,958,Low-Risk,12,Car,Old
423,34,Male,3,Own,Moderate,Na,1591,Common,21,Furniture/Equipment,Young
424,25,Female,2,Own,Na,Moderate,2762,Common,12,Furniture/Equipment,Young
425,21,Male,2,Rent,Little,Moderate,2779,Common,18,Car,Young
426,29,Male,2,Own,Little,Na,2743,Common,28,Radio/Tv,Young
427,46,Male,2,Own,Rich,Na,1149,Common,18,Radio/Tv,Old
428,20,Male,2,Own,Little,Na,1313,Common,9,Furniture/Equipment,Young
429,55,Female,0,Free,Little,Little,1190,Common,18,Repairs,Old
430,74,Male,1,Own,Little,Na,3448,Standart,5,Business,Old
431,29,Male,3,Own,Little,Moderate,11328,Default-Risk,24,Vacation/Others,Young
432,36,Male,3,Free,Little,Little,1872,Common,6,Furniture/Equipment,Young
433,33,Male,2,Own,Little,Na,2058,Common,24,Repairs,Young
434,25,Male,2,Own,Little,Little,2136,Common,9,Furniture/Equipment,Young
435,25,Male,2,Own,Na,Moderate,1484,Common,12,Radio/Tv,Young
436,23,Male,1,Rent,Quite Rich,Na,660,Low-Risk,6,Repairs,Young
437,37,Female,2,Own,Rich,Na,1287,Common,24,Car,Young
438,65,Male,0,Own,Little,Little,3394,Standart,42,Repairs,Old
439,26,Female,0,Own,Little,Rich,609,Low-Risk,12,Business,Young
440,39,Male,3,Own,Little,Na,1884,Common,12,Car,Young
441,30,Female,2,Own,Little,Little,1620,Common,12,Furniture/Equipment,Young
442,29,Male,2,Own,Little,Moderate,2629,Common,20,Vacation/Others,Young
443,41,Male,1,Own,Little,Na,719,Low-Risk,12,Education,Young
444,30,Female,3,Own,Little,Moderate,5096,Standart,48,Furniture/Equipment,Young
445,41,Female,1,Rent,Na,Na,1244,Common,9,Education,Young
446,34,Female,2,Own,Little,Little,1842,Common,36,Car,Young
447,35,Male,2,Own,Little,Moderate,2576,Common,7,Radio/Tv,Young
448,55,Female,3,Own,Na,Rich,1424,Common,12,Furniture/Equipment,Old
449,61,Male,2,Own,Rich,Moderate,1512,Common,15,Repairs,Old
450,30,Male,3,Own,Na,Na,11054,Default-Risk,36,Car,Young
451,29,Female,2,Own,Little,Na,518,Low-Risk,6,Radio/Tv,Young
452,34,Male,2,Own,Little,Na,2759,Common,12,Furniture/Equipment,Young
453,35,Male,3,Own,Little,Na,2670,Common,24,Car,Young
454,31,Male,2,Own,Little,Little,4817,Standart,24,Car,Young
455,29,Female,3,Own,Little,Na,2679,Common,24,Car,Young
456,36,Male,2,Rent,Little,Little,3905,Standart,11,Car,Young
457,35,Male,2,Free,Little,Little,3386,Standart,12,Car,Young
458,27,Female,2,Own,Little,Little,343,Low-Risk,6,Domestic Appliances,Young
459,32,Male,2,Own,Little,Na,4594,Standart,18,Radio/Tv,Young
460,37,Male,2,Own,Little,Little,3620,Standart,36,Furniture/Equipment,Young
461,36,Male,2,Own,Little,Little,1721,Common,15,Car,Young
462,34,Female,3,Rent,Little,Moderate,3017,Standart,12,Furniture/Equipment,Young
463,38,Male,2,Own,Na,Moderate,754,Low-Risk,12,Education,Young
464,34,Male,2,Own,Little,Na,1950,Common,18,Business,Young
465,63,Male,2,Own,Little,Little,2924,Common,24,Car,Old
466,29,Female,1,Rent,Little,Little,1659,Common,24,Radio/Tv,Young
467,32,Male,2,Own,Na,Na,7238,Default-Risk,48,Radio/Tv,Young
468,26,Female,2,Own,Little,Na,2764,Common,33,Business,Young
469,35,Male,1,Own,Little,Na,4679,Standart,24,Car,Young
470,22,Male,2,Rent,Moderate,Moderate,3092,Standart,24,Radio/Tv,Young
471,23,Female,2,Own,Little,Little,448,Low-Risk,6,Education,Young
472,28,Male,1,Own,Little,Little,654,Low-Risk,9,Car,Young
473,36,Male,3,Own,Na,Na,1238,Common,6,Education,Young
474,33,Male,2,Own,Little,Moderate,1245,Common,18,Radio/Tv,Young
475,26,Female,2,Rent,Little,Little,3114,Standart,18,Furniture/Equipment,Young
476,24,Male,2,Own,Quite Rich,Na,2569,Common,39,Car,Young
477,25,Male,2,Own,Little,Rich,5152,Standart,24,Radio/Tv,Young
478,39,Male,1,Own,Moderate,Moderate,1037,Common,12,Business,Young
479,44,Male,2,Own,Little,Little,1478,Common,15,Furniture/Equipment,Young
480,23,Female,1,Own,Little,Moderate,3573,Standart,12,Radio/Tv,Young
481,26,Male,2,Own,Little,Moderate,1201,Common,24,Car,Young
482,57,Female,2,Rent,Rich,Little,3622,Standart,30,Furniture/Equipment,Old
483,30,Female,2,Own,Rich,Na,960,Low-Risk,15,Furniture/Equipment,Young
484,44,Male,2,Own,Quite Rich,Na,1163,Common,12,Car,Young
485,47,Male,3,Own,Little,Moderate,1209,Common,6,Car,Old
486,52,Male,2,Own,Little,Na,3077,Standart,12,Radio/Tv,Old
487,62,Female,2,Free,Little,Na,3757,Standart,24,Car,Old
488,35,Male,1,Rent,Moderate,Na,1418,Common,10,Car,Young
489,26,Male,2,Rent,Little,Na,3518,Standart,6,Car,Young
490,26,Male,2,Own,Little,Na,1934,Common,12,Radio/Tv,Young
491,42,Female,3,Free,Little,Moderate,8318,Default-Risk,27,Business,Young
492,27,Female,2,Own,Moderate,Na,1237,Common,6,Radio/Tv,Young
493,38,Male,2,Own,Na,Moderate,368,Low-Risk,6,Radio/Tv,Young
494,39,Male,1,Rent,Little,Little,2122,Common,12,Car,Young
495,20,Male,2,Own,Na,Little,2996,Common,24,Furniture/Equipment,Young
496,29,Male,3,Rent,Moderate,Moderate,9034,Default-Risk,36,Furniture/Equipment,Young
497,40,Male,2,Own,Little,Na,1585,Common,24,Furniture/Equipment,Young
498,32,Male,1,Own,Little,Moderate,1301,Common,18,Radio/Tv,Young
499,28,Male,2,Own,Moderate,Rich,1323,Common,6,Car,Young
500,27,Female,2,Own,Little,Little,3123,Standart,24,Car,Young
501,42,Male,2,Free,Little,Little,5493,Standart,36,Car,Young
502,49,Male,2,Own,Moderate,Rich,1126,Common,9,Radio/Tv,Old
503,38,Male,2,Own,Moderate,Moderate,1216,Common,24,Radio/Tv,Young
504,24,Female,2,Rent,Little,Little,1207,Common,24,Car,Young
505,27,Male,1,Own,Na,Na,1309,Common,10,Car,Young
506,36,Male,2,Own,Quite Rich,Rich,2360,Common,15,Car,Young
507,34,Male,3,Own,Moderate,Moderate,6850,Standart,15,Car,Young
508,28,Male,2,Own,Little,Na,1413,Common,24,Radio/Tv,Young
509,45,Male,3,Own,Moderate,Na,8588,Default-Risk,39,Car,Old
510,26,Male,2,Own,Little,Little,759,Low-Risk,12,Car,Young
511,32,Male,3,Free,Little,Na,4686,Standart,36,Car,Young
512,26,Male,2,Rent,Little,Rich,2687,Common,15,Business,Young
513,20,Male,2,Rent,Little,Moderate,585,Low-Risk,12,Radio/Tv,Young
514,54,Male,2,Own,Na,Na,2255,Common,24,Car,Old
515,37,Female,2,Own,Little,Little,609,Low-Risk,6,Car,Young
516,40,Male,1,Own,Little,Little,1361,Common,6,Car,Young
517,23,Female,2,Rent,Little,Na,7127,Default-Risk,36,Furniture/Equipment,Young
518,43,Male,2,Own,Moderate,Little,1203,Common,6,Car,Young
519,36,Male,2,Free,Na,Na,700,Low-Risk,6,Radio/Tv,Young
520,44,Male,2,Free,Little,Na,5507,Standart,24,Repairs,Young
521,24,Female,2,Own,Little,Little,3190,Standart,18,Radio/Tv,Young
522,53,Male,2,Free,Little,Little,7119,Default-Risk,48,Furniture/Equipment,Old
523,23,Female,2,Own,Moderate,Na,3488,Standart,24,Car,Young
524,26,Female,1,Own,Little,Moderate,1113,Common,18,Radio/Tv,Young
525,30,Male,2,Own,Little,Moderate,7966,Default-Risk,26,Car,Young
526,31,Female,2,Own,Moderate,Na,1532,Common,15,Education,Young
527,42,Male,1,Own,Little,Na,1503,Common,4,Radio/Tv,Young
528,31,Male,2,Rent,Little,Little,2302,Common,36,Radio/Tv,Young
529,41,Male,1,Own,Little,Little,662,Low-Risk,6,Car,Young
530,32,Male,2,Own,Little,Moderate,2273,Common,36,Education,Young
531,28,Female,2,Rent,Moderate,Moderate,2631,Common,15,Car,Young
532,41,Male,2,Rent,Little,Na,1503,Common,12,Car,Young
533,26,Male,2,Own,Moderate,Na,1311,Common,24,Radio/Tv,Young
534,25,Male,2,Own,Na,Na,3105,Standart,24,Radio/Tv,Young
535,33,Male,2,Rent,Little,Rich,2319,Common,21,Education,Young
536,75,Female,3,Own,Na,Little,1374,Common,6,Car,Old
537,37,Female,2,Own,Little,Moderate,3612,Standart,18,Furniture/Equipment,Young
538,42,Male,3,Free,Little,Little,7763,Default-Risk,48,Car,Young
539,45,Female,1,Own,Little,Rich,3049,Standart,18,Furniture/Equipment,Old
540,23,Male,2,Rent,Little,Moderate,1534,Common,12,Radio/Tv,Young
541,60,Male,2,Free,Little,Na,2032,Common,24,Car,Old
542,31,Male,2,Own,Na,Little,6350,Standart,30,Furniture/Equipment,Young
543,34,Male,1,Own,Little,Rich,2864,Common,18,Furniture/Equipment,Young
544,61,Male,1,Own,Little,Na,1255,Common,12,Car,Old
545,43,Male,2,Free,Little,Little,1333,Common,24,Car,Young
546,37,Female,2,Own,Little,Na,2022,Common,24,Car,Young
547,32,Male,2,Own,Little,Na,1552,Common,24,Radio/Tv,Young
548,24,Female,1,Own,Little,Little,626,Low-Risk,12,Radio/Tv,Young
549,35,Male,2,Free,Na,Na,8858,Default-Risk,48,Car,Young
550,23,Female,2,Own,Na,Na,996,Low-Risk,12,Repairs,Young
551,45,Male,1,Own,Quite Rich,Na,1750,Common,6,Radio/Tv,Old
552,34,Male,2,Own,Little,Little,6999,Standart,48,Radio/Tv,Young
553,27,Male,2,Own,Moderate,Moderate,1995,Common,12,Car,Young
554,67,Female,3,Own,Little,Moderate,1199,Common,9,Education,Old
555,22,Male,2,Own,Little,Moderate,1331,Common,12,Radio/Tv,Young
556,28,Female,2,Own,Moderate,Moderate,2278,Common,18,Car,Young
557,29,Female,2,Own,Na,Na,5003,Standart,21,Car,Young
558,27,Male,2,Own,Little,Little,3552,Standart,24,Furniture/Equipment,Young
559,31,Male,1,Own,Little,Moderate,1928,Common,18,Furniture/Equipment,Young
560,49,Male,2,Free,Na,Little,2964,Common,24,Car,Old
561,24,Male,1,Rent,Little,Little,1546,Common,24,Radio/Tv,Young
562,29,Female,2,Own,Little,Rich,683,Low-Risk,6,Radio/Tv,Young
563,37,Male,2,Free,Na,Moderate,12389,Tail-Risk,36,Car,Young
564,37,Male,3,Own,Na,Moderate,4712,Standart,24,Business,Young
565,23,Female,2,Rent,Moderate,Moderate,1553,Common,24,Radio/Tv,Young
566,36,Male,2,Own,Little,Little,1372,Common,12,Car,Young
567,34,Male,2,Own,Rich,Na,2578,Common,24,Radio/Tv,Young
568,41,Male,2,Own,Na,Moderate,3979,Standart,48,Radio/Tv,Young
569,31,Female,2,Own,Little,Little,6758,Standart,48,Radio/Tv,Young
570,23,Female,1,Rent,Little,Little,3234,Standart,24,Furniture/Equipment,Young
571,38,Male,2,Own,Little,Na,5954,Standart,30,Radio/Tv,Young
572,26,Female,3,Rent,Na,Na,5433,Standart,24,Car,Young
573,22,Female,1,Own,Little,Little,806,Low-Risk,15,Business,Young
574,27,Male,1,Own,Little,Moderate,1082,Common,9,Radio/Tv,Young
575,24,Female,2,Own,Little,Na,2788,Common,15,Furniture/Equipment,Young
576,27,Female,2,Own,Little,Moderate,2930,Common,12,Radio/Tv,Young
577,33,Female,2,Own,Na,Na,1927,Common,24,Education,Young
578,27,Male,2,Own,Little,Moderate,2820,Common,36,Car,Young
579,27,Male,1,Own,Little,Na,937,Low-Risk,24,Education,Young
580,30,Male,2,Own,Little,Moderate,1056,Common,18,Car,Young
581,49,Male,1,Own,Little,Moderate,3124,Standart,12,Car,Old
582,26,Female,2,Rent,Little,Na,1388,Common,9,Furniture/Equipment,Young
583,33,Male,1,Rent,Little,Moderate,2384,Common,36,Repairs,Young
584,52,Female,3,Free,Na,Na,2133,Common,12,Car,Old
585,20,Female,2,Rent,Little,Little,2039,Common,18,Furniture/Equipment,Young
586,36,Male,2,Rent,Little,Little,2799,Common,9,Car,Young
587,21,Male,1,Own,Little,Little,1289,Common,12,Furniture/Equipment,Young
588,47,Male,1,Own,Little,Little,1217,Common,18,Domestic Appliances,Old
589,60,Male,2,Own,Little,Little,2246,Common,12,Furniture/Equipment,Old
590,58,Female,1,Own,Little,Little,385,Low-Risk,12,Radio/Tv,Old
591,42,Female,2,Rent,Na,Moderate,1965,Common,24,Car,Young
592,36,Female,1,Own,Rich,Na,1572,Common,21,Business,Young
593,20,Female,1,Rent,Little,Moderate,2718,Common,24,Car,Young
594,40,Male,3,Own,Na,Little,1358,Common,24,Vacation/Others,Young
595,32,Female,1,Own,Moderate,Moderate,931,Low-Risk,6,Car,Young
596,23,Female,2,Rent,Little,Little,1442,Common,24,Car,Young
597,36,Male,1,Own,Little,Moderate,4241,Standart,24,Business,Young
598,31,Male,2,Own,Little,Na,2775,Common,18,Car,Young
599,32,Male,2,Free,Little,Na,3863,Standart,24,Business,Young
600,45,Female,2,Own,Little,Moderate,2329,Common,7,Radio/Tv,Old
601,30,Female,2,Own,Little,Moderate,918,Low-Risk,9,Furniture/Equipment,Young
602,34,Female,1,Free,Little,Moderate,1837,Common,24,Education,Young
603,28,Female,3,Own,Little,Na,3349,Standart,36,Furniture/Equipment,Young
604,23,Female,2,Own,Little,Rich,1275,Common,10,Furniture/Equipment,Young
605,22,Male,2,Own,Quite Rich,Little,2828,Common,24,Furniture/Equipment,Young
606,74,Male,3,Own,Little,Na,4526,Standart,24,Business,Old
607,50,Female,2,Free,Moderate,Moderate,2671,Common,36,Radio/Tv,Old
608,33,Male,2,Own,Little,Na,2051,Common,18,Radio/Tv,Young
609,45,Male,2,Free,Na,Na,1300,Common,15,Car,Old
610,22,Female,2,Own,Moderate,Little,741,Low-Risk,12,Domestic Appliances,Young
611,48,Female,1,Free,Moderate,Rich,1240,Common,10,Car,Old
612,29,Female,2,Own,Rich,Little,3357,Standart,21,Radio/Tv,Young
613,22,Female,2,Rent,Little,Little,3632,Standart,24,Car,Young
614,22,Female,2,Own,Little,Na,1808,Common,18,Furniture/Equipment,Young
615,48,Male,3,Own,Na,Moderate,12204,Tail-Risk,48,Business,Old
616,27,Male,3,Free,Na,Moderate,9157,Default-Risk,60,Radio/Tv,Young
617,37,Male,2,Rent,Little,Little,3676,Standart,6,Car,Young
618,21,Female,2,Rent,Moderate,Moderate,3441,Standart,30,Furniture/Equipment,Young
619,49,Male,1,Own,Little,Na,640,Low-Risk,12,Car,Old
620,27,Male,2,Own,Little,Moderate,3652,Standart,21,Business,Young
621,32,Male,2,Own,Little,Na,1530,Common,18,Car,Young
622,38,Male,2,Own,Na,Na,3914,Standart,48,Business,Young
623,22,Female,2,Rent,Little,Little,1858,Common,12,Furniture/Equipment,Young
624,65,Male,2,Free,Little,Little,2600,Common,18,Radio/Tv,Old
625,35,Male,2,Own,Na,Na,1979,Common,15,Radio/Tv,Young
626,41,Male,2,Own,Little,Rich,2116,Common,6,Furniture/Equipment,Young
627,29,Male,2,Own,Moderate,Moderate,1437,Common,9,Car,Young
628,36,Male,2,Own,Quite Rich,Na,4042,Standart,42,Furniture/Equipment,Young
629,64,Male,1,Own,Na,Na,3832,Standart,9,Education,Old
630,28,Female,2,Own,Little,Little,3660,Standart,24,Radio/Tv,Young
631,44,Male,2,Own,Little,Little,1553,Common,18,Furniture/Equipment,Young
632,23,Male,2,Own,Na,Moderate,1444,Common,15,Radio/Tv,Young
633,19,Female,2,Rent,Little,Na,1980,Common,9,Furniture/Equipment,Young
634,25,Female,1,Own,Little,Moderate,1355,Common,24,Car,Young
635,47,Male,2,Own,Little,Na,1393,Common,12,Education,Old
636,28,Female,2,Own,Quite Rich,Na,1376,Common,24,Radio/Tv,Young
637,21,Male,2,Own,Little,Na,15653,Tail-Risk,60,Radio/Tv,Young
638,34,Female,2,Own,Little,Na,1493,Common,12,Radio/Tv,Young
639,26,Male,2,Own,Little,Little,4370,Standart,42,Radio/Tv,Young
640,27,Female,0,Own,Little,Little,750,Low-Risk,18,Education,Young
641,38,Male,1,Own,Little,Moderate,1308,Common,15,Repairs,Young
642,40,Male,3,Own,Moderate,Na,4623,Standart,15,Education,Young
643,33,Male,2,Own,Little,Na,1851,Common,24,Radio/Tv,Young
644,32,Male,3,Own,Little,Little,1880,Common,18,Radio/Tv,Young
645,27,Male,2,Rent,Na,Na,7980,Default-Risk,36,Business,Young
646,32,Male,2,Own,Little,Little,4583,Standart,30,Furniture/Equipment,Young
647,26,Female,2,Own,Quite Rich,Na,1386,Common,12,Car,Young
648,38,Male,2,Free,Little,Rich,947,Low-Risk,24,Car,Young
649,40,Male,1,Rent,Little,Little,684,Low-Risk,12,Education,Young
650,50,Male,3,Free,Little,Little,7476,Default-Risk,48,Education,Old
651,37,Male,1,Own,Little,Moderate,1922,Common,12,Furniture/Equipment,Young
652,45,Male,2,Own,Little,Little,2303,Common,24,Car,Old
653,42,Male,3,Own,Moderate,Moderate,8086,Default-Risk,36,Car,Young
654,35,Male,2,Own,Little,Na,2346,Common,24,Car,Young
655,22,Male,2,Free,Little,Little,3973,Standart,14,Car,Young
656,41,Male,1,Own,Little,Moderate,888,Low-Risk,12,Car,Young
657,37,Male,2,Own,Na,Na,10222,Default-Risk,48,Radio/Tv,Young
658,28,Female,2,Own,Little,Moderate,4221,Standart,30,Business,Young
659,41,Male,2,Own,Little,Moderate,6361,Standart,18,Furniture/Equipment,Young
660,23,Male,2,Rent,Little,Rich,1297,Common,12,Radio/Tv,Young
661,23,Male,2,Own,Na,Little,900,Low-Risk,12,Car,Young
662,50,Male,2,Own,Little,Na,2241,Common,21,Furniture/Equipment,Old
